	Rumpun Ilmu	Rumpun Ilmu (Bahasa Inggris)	Pohon Ilmu	Pohon Ilmu (Bahasa Inggris)	Cabang Ilmu	Cabang Ilmu (Bahasa Inggris)
13	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	PATOLOGI TUMBUHAN ATAU FITOPATOLOGI	PLANT PATHOLOGY OR PHYTOPATHOLOGY
14	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	PEMASOKAN BAHAN KIMIA PERTANIAN	AGRICHEMICAL SUPPLY
15	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	ILMU ATAU SAINS PERTANIAN	AGRICULTURAL SCIENCE
16	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	ILMU ATAU SAINS BENIH	SEED SCIENCE
17	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	PENDIDIKAN PROFESI PENYULUH PERTANIAN	AGRICULTURAL EXTENSION PROFESSION EDUCATION
18	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	ILMU ATAU SAINS TANAH	SOIL SCIENCE
19	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	ILMU ATAU SAINS TANAMAN	PLANT SCIENCE
20	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	PENGELOLAAN AGRIBISNIS PERKEBUNAN	PLANTATION AGRIBUSINESS MANAGEMENT
21	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	PENGELOLAAN HASIL PERKEBUNAN	PLANTATION CROP MANAGEMENT
22	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	PENDIDIKAN PROFESI PEMULIA TANAMAN	PLANT BREEDERS PROFESSION EDUCATION
23	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	PENGELOLAAN PERKEBUNAN	PLANTATION MANAGEMENT
24	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	PEMULIAAN TANAMAN	PLANT BREEDING
25	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	PENGELOLAAN PERKEBUNAN KELAPA SAWIT	PALM PLANTATION MANAGEMENT
26	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	PENDIDIKAN PROFESI PENGKULTUR JARINGAN TANAMAN	PLANT TISSUE CULTURE PROFESSION EDUCATION
27	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	PENGELOLAAN PERTANIAN LAHAN KERING	UPLAND FARMING MANAGEMENT
28	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	PENGENDALIAN HAMA TERPADU	INTEGRATED PEST MANAGEMENT
29	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	PERTANIAN BERKELANJUTAN	SUSTAINABLE AGRICULTURE
30	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	TATA AIR PERTANIAN	AGRICULTURAL WATER MANAGEMENT
31	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	SOSIAL EKONOMI PERTANIAN	AGRICULTURAL SOCIOECONOMICS
32	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	TEKNIK PRODUKSI SAYURAN ORGANIK	ORGANIC VEGETABLE PRODUCTION TECHNIQUES
33	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	PROTEKSI TANAMAN	PLANT PROTECTION
1	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	PERTANIAN LAHAN KERING	DRYLAND AGRICULTURE
2	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	TEKNOLOGI HASIL PERTANIAN	AGRICULTURAL CROP TECHNOLOGY
3	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	TEKNOLOGI PRODUKSI TANAMAN HORTIKULTURA	HORTICULTURE PRODUCTION TECHNOLOGY
4	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	TEKNIK PRODUKSI TANAMAN ORGANIK	ORGANIC PLANT PRODUCTION TECHNIQUES
5	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	TEKNOLOGI PRODUKSI TANAMAN PANGAN	EDIBLE PLANTS PRODUCTION TECHNOLOGY
6	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	TEKNOLOGI PRODUKSI TANAMAN PERKEBUNAN	PLANTATION CROP PRODUCTION TECHNOLOGY
7	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	AGRIBISNIS	AGRIBUSINESS
8	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	PENYULUHAN PERTANIAN	AGRICULTURAL EXTENSION
9	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	KETAHANAN PANGAN	FOOD SECURITY
10	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	TEKNOLOGI BENIH	SEED TECHNOLOGY
11	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	PENYULUHAN PERKEBUNAN	PLANTATION EXTENSION
12	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	PENGENDALIAN HAMA TANAMAN	PLANT PEST MANAGEMENT
13	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	AGROINDUSTRI KOPI	COFFEE AGROINDUSTRY
14	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	PENYULUHAN KEHUTANAN	FORESTRY EXTENSION
15	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	BUDI DAYA TANAMAN PERKEBUNAN	PLANTATION CROP FARMING
16	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	AGRIBISNIS HORTIKULTURA	HORTICULTURE AGRIBUSINESS
17	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	BIOENERGI PERTANIAN	AGRICULTURAL BIOENERGY
18	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	PENGELOLAAN PERKEBUNAN KOPI	COFFEE PLANTATION MANAGEMENT
19	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	PENYULUHAN PERTANIAN LAHAN KERING UPLAND AGRICULTURAL EXTENSION	
20	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	PENYULUHAN PERKEBUNAN PRESISI	PRECISION PLANTATION EXTENSION
21	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-ILMU ATAU SAINS PERTANIAN	AGRICULTURE-AGRICULTURAL SCIENCE	PENYULUHAN PERTANIAN BERKELANJUTAN	SUSTAINABLE AGRICULTURAL EXTENSION
22	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-PETERNAKAN	AGRICULTURE-ANIMAL HUSBANDRY	PETERNAKAN	ANIMAL HUSBANDRY
23	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-PETERNAKAN	AGRICULTURE-ANIMAL HUSBANDRY	PENGOLAHAN DAGING SECARA HALAL	HALAL MEAT PROCESSING
24	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-PETERNAKAN	AGRICULTURE-ANIMAL HUSBANDRY	KESEJAHTERAAN HEWAN	ANIMAL WELFARE
25	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-PETERNAKAN	AGRICULTURE-ANIMAL HUSBANDRY	PETERNAKAN LEBAH	BEE FARMING
26	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-PETERNAKAN	AGRICULTURE-ANIMAL HUSBANDRY	PENGEMBANGBIAKAN KUDA	EQUINE BREEDING
27	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-PETERNAKAN	AGRICULTURE-ANIMAL HUSBANDRY	INSIMINASI BUATAN	ARTIFICIAL INSEMINATION
28	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-PETERNAKAN	AGRICULTURE-ANIMAL HUSBANDRY	NUTRISI DAN TEKNOLOGI PAKAN TERNAK	ANIMAL NUTRITION AND FEED TECHNOLOGY
29	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-PETERNAKAN	AGRICULTURE-ANIMAL HUSBANDRY	NUTRISI TERNAK	ANIMAL NUTRITION
30	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-PETERNAKAN	AGRICULTURE-ANIMAL HUSBANDRY	USAHA BUDI DAYA UNGGAS	POULTRY PRODUCTION BUSINESS
31	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-PETERNAKAN	AGRICULTURE-ANIMAL HUSBANDRY	PEMERAHAN SUSU HEWAN	DAIRY MILKING
32	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-PETERNAKAN	AGRICULTURE-ANIMAL HUSBANDRY	TEKNOLOGI PRODUKSI TERNAK	LIVESTOCK PRODUCTION TECHNOLOGY
33	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-PETERNAKAN	AGRICULTURE-ANIMAL HUSBANDRY	USAHA BUDI DAYA TERNAK	LIVESTOCK BREEDING BUSINESS
34	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-PETERNAKAN	AGRICULTURE-ANIMAL HUSBANDRY	UJI TBC PADA HEWAN TERNAK	LIVESTOCK TUBERCULOSIS TESTING
35	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-PETERNAKAN	AGRICULTURE-ANIMAL HUSBANDRY	PENGUJIAN KUALITAS SUSU	MILK QUALITY TESTING
36	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-PETERNAKAN	AGRICULTURE-ANIMAL HUSBANDRY	TEKNOLOGI PENGOLAHAN HASIL TERNAK	LIVESTOCK PRODUCT PROCESSING TECHNOLOGY
37	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-PETERNAKAN	AGRICULTURE-ANIMAL HUSBANDRY	SOSIAL EKONOMI PETERNAKAN	ANIMAL HUSBANDRY SOCIOECONOMICS
38	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-PETERNAKAN	AGRICULTURE-ANIMAL HUSBANDRY	TEKNOLOGI PAKAN TERNAK	LIVESTOCK FEED TECHNOLOGY
39	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-PETERNAKAN	AGRICULTURE-ANIMAL HUSBANDRY	NUTRISI TERNAK DAN SAINS PAKAN	ANIMAL NUTRITION AND FEED SCIENCE
40	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-PETERNAKAN	AGRICULTURE-ANIMAL HUSBANDRY	PEMELIHARAN HEWAN	ANIMAL CARE
1	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-PETERNAKAN	AGRICULTURE-ANIMAL HUSBANDRY	FISIOLOGI HEWAN	ANIMAL PHYSIOLOGY
2	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-PETERNAKAN	AGRICULTURE-ANIMAL HUSBANDRY	PENGOLAHAN SUSU	MILK PROCESSING
3	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-PETERNAKAN	AGRICULTURE-ANIMAL HUSBANDRY	PENGOLAHAN DAGING	MEAT PROCESSING
4	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-PETERNAKAN	AGRICULTURE-ANIMAL HUSBANDRY	TEKNOLOGI HASIL PETERNAKAN	LIVESTOCK PRODUCT TECHNOLOGY
5	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-PETERNAKAN	AGRICULTURE-ANIMAL HUSBANDRY	PENYULUHAN PETERNAKAN DAN KESEJAHTERAAN HEWAN	ANIMAL HUSBANDRY AND ANIMAL WELFARE EXTENSION
6	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-PETERNAKAN	AGRICULTURE-ANIMAL HUSBANDRY	BIOSAINS HEWAN ATAU SAINS HEWAN	ANIMAL BIOSCIENCE OR ANIMAL SCIENCE
7	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-PETERNAKAN	AGRICULTURE-ANIMAL HUSBANDRY	PENYULUHAN PETERNAKAN DAN  KESEJAHTERAAN HEWAN	ANIMAL HUSBANDRY AND ANIMAL WELFARE EXTENSION
8	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-PETERNAKAN	AGRICULTURE-ANIMAL HUSBANDRY	PELATIHAN KUDA-PACU	RACE HORSE TRAINING
9	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-PETERNAKAN	AGRICULTURE-ANIMAL HUSBANDRY	AGRIBISNIS PETERNAKAN	HUSBANDRY AGRIBUSINESS
10	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-PETERNAKAN	AGRICULTURE-ANIMAL HUSBANDRY	AGRIBISNIS UNGGAS	POULTRY AGRIBUSINESS
11	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-PETERNAKAN	AGRICULTURE-ANIMAL HUSBANDRY	BUDI DAYA TERNAK	LIVESTOCK BREEDING
12	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-PETERNAKAN	AGRICULTURE-ANIMAL HUSBANDRY	PELATIHAN KUDA	HORSE TRAINING
13	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-TEKNOLOGI PERTANIAN	AGRICULTURE-AGRICULTURAL TECHNOLOGY	ILMU ATAU SAINS PANGAN	FOOD SCIENCE
14	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-TEKNOLOGI PERTANIAN	AGRICULTURE-AGRICULTURAL TECHNOLOGY	TEKNOLOGI HASIL PERKEBUNAN	PLANTATION PRODUCT TECHNOLOGY
15	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-TEKNOLOGI PERTANIAN	AGRICULTURE-AGRICULTURAL TECHNOLOGY	TEKNOLOGI INDUSTRI PERTANIAN	AGRICULTURAL INDUSTRIAL TECHNOLOGY
16	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-TEKNOLOGI PERTANIAN	AGRICULTURE-AGRICULTURAL TECHNOLOGY	TEKNOLOGI PANGAN DAN HASIL PERTANIAN	FOOD AND AGRICULTURAL PRODUCT TECHNOLOGY
17	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-TEKNOLOGI PERTANIAN	AGRICULTURE-AGRICULTURAL TECHNOLOGY	TEKNOLOGI PASCA PANEN	POSTHARVEST TECHNOLOGY
18	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PERTANIAN-TEKNOLOGI PERTANIAN	AGRICULTURE-AGRICULTURAL TECHNOLOGY	TEKNOLOGI HASIL PERTANIAN/TEKNOLOGI PANGAN	AGRICULTURAL PRODUCT TECHNOLOGY
19	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	REKAYASA GEOMATIKA	GEOMATICS ENGINEERING	TEKNOLOGI GEOMATIKA	GEOMATICS TECHNOLOGY
20	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	REKAYASA GEOMATIKA	GEOMATICS ENGINEERING	TEKNOLOGI REKAYASA GEOMETIKA DAN SURVEI	SURVEYING AND GEOMATICS ENGINEERING TECHNOLOGY
21	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	REKAYASA GEOMATIKA	GEOMATICS ENGINEERING	TEKNOLOGI PENGINDERAAN JAUH	REMOTE SENSING TECHNOLOGY
22	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	REKAYASA GEOMATIKA	GEOMATICS ENGINEERING	SURVEI DAN PEMETAAN	SURVEYING AND MAPPING
23	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	REKAYASA GEOMATIKA	GEOMATICS ENGINEERING	TEKNOLOGI REKAYASA PENGINDERAAN JAUH	REMOTE SENSING ENGINEERING TECHNOLOGY
24	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	REKAYASA GEOMATIKA	GEOMATICS ENGINEERING	TEKNIK PENGINDERAAN JAUH	REMOTE SENSING TECHNIQUES
25	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	SAINS INFORMASI-ILMU ATAU SAINS INFORMASI	INFORMATION SCIENCE-INFORMATION SCIENCE	PENGELOLAAN ARSIP DAN REKAMAN INFORMASI	ARCHIVES AND RECORDS MANAGEMENT
26	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	SAINS INFORMASI-ILMU ATAU SAINS INFORMASI	INFORMATION SCIENCE-INFORMATION SCIENCE	ILMU ATAU SAINS INFORMASI	INFORMATION SCIENCE
27	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	SAINS INFORMASI-ILMU ATAU SAINS INFORMASI	INFORMATION SCIENCE-INFORMATION SCIENCE	KEARSIPAN	ARCHIVAL SCIENCE
28	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	SAINS INFORMASI-ILMU ATAU SAINS INFORMASI	INFORMATION SCIENCE-INFORMATION SCIENCE	PERPUSTAKAAN DIGITAL	DIGITAL LIBRARY
29	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	SAINS INFORMASI-ILMU ATAU SAINS INFORMASI	INFORMATION SCIENCE-INFORMATION SCIENCE	PERPUSTAKAAN DAN SAINS INFORMASI	LIBRARY AND INFORMATION SCIENCE
30	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	SAINS INFORMASI-ILMU ATAU SAINS INFORMASI	INFORMATION SCIENCE-INFORMATION SCIENCE	PERPUSTAKAAN	LIBRARY
31	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	SOSIAL-KESEHATAN	SOCIAL-HEALTH	PEKERJA SOSIAL PENANGANAN NARKOBA	NARCOTIC-ABUSE-SERVICES SOCIAL WORKER
32	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	SOSIAL-KESEHATAN	SOCIAL-HEALTH	PEKERJA SOSIAL PELAYANAN MEDIS	MEDICAL SERVICES SOCIAL WORKER
33	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	SOSIAL-KESEHATAN	SOCIAL-HEALTH	PEKERJA SOSIAL PELAYANAN DISABILITAS	DISABILITIES SERVICES SOCIAL WORKER
34	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	SOSIAL-KESEHATAN	SOCIAL-HEALTH	PEKERJA SOSIAL PELAYANAN KEMISKINAN	POVERTY SERVICES SOCIAL WORKER
35	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	SOSIAL-KESEHATAN	SOCIAL-HEALTH	PEKERJA SOSIAL PELAYANAN ANAK	CHILDREN SERVICES SOCIAL WORKER
36	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	SOSIAL-KESEHATAN	SOCIAL-HEALTH	PEKERJA SOSIAL PELAYANAN KEBENCANAAN	DISASTER SERVICES SOCIAL WORKER
37	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	SOSIAL-SOSIAL	SOCIAL-SOCIAL SCIENCES	PENDIDIKAN PROFESI PEKERJA SOSIAL	SOCIAL WORKER PROFESSION EDUCATION
38	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	SOSIAL-SOSIAL	SOCIAL-SOCIAL SCIENCES	KEAMANAN DAN INTELIJEN SIBER	CYBER SECURITY AND INTELLIGENCE
39	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	SOSIAL-SOSIAL	SOCIAL-SOCIAL SCIENCES	PRAKTIK PERPOLISIAN TATA PAMONG	GOVERNANCE POLICING PRACTICE
40	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	SOSIAL-SOSIAL	SOCIAL-SOCIAL SCIENCES	KEAMANAN EKONOMI DAN INTELIJEN KEUANGAN	ECONOMIC SECURITY AND FINANCIAL INTTELIGENCE
1	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	SOSIAL-SOSIAL	SOCIAL-SOCIAL SCIENCES	STUDI INTELIJEN	INTELLIGENCE STUDIES
2	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	SOSIAL-SOSIAL	SOCIAL-SOCIAL SCIENCES	STUDI KEPOLISIAN	POLICE STUDIES
3	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	SOSIAL-SOSIAL	SOCIAL-SOCIAL SCIENCES	PEMBANGUNAN PEDESAAN DAN EKONOMI MASYARAKAT	COMMUNITY ECONOMIC AND RURAL DEVELOPMENT
4	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	SOSIAL-SOSIAL	SOCIAL-SOCIAL SCIENCES	POLITIK INDONESIA TERAPAN	APPLIED INDONESIAN POLITICS
5	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	SOSIAL-SOSIAL	SOCIAL-SOCIAL SCIENCES	STUDI KEPENDUDUKAN DAN PENCATATAN SIPIL	DEMOGRAPHY AND CIVIL REGISTRATION STUDIES
6	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	SOSIAL-URUSAN PUBLIK	SOCIAL-PUBLIC AFFAIRS	MANAJEMEN KEAMANAN DAN  KESELAMATAN PUBLIK	PUBLIC SAFETY AND EMERGENCY MANAGEMENT
7	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	SOSIAL-URUSAN PUBLIK	SOCIAL-PUBLIC AFFAIRS	MANAJEMEN KONTRAK PEMERINTAH	GOVERNMENT CONTRACT MANAGEMENT
8	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	SOSIAL-URUSAN PUBLIK	SOCIAL-PUBLIC AFFAIRS	LAYANAN PUBLIK KEIMIGRASIAN	PUBLIC IMMIGRATION SERVICES
9	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	SOSIAL-URUSAN PUBLIK	SOCIAL-PUBLIC AFFAIRS	RAHABILITASI SOSIAL	SOCIAL REHABILITATION
10	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	SOSIAL-URUSAN PUBLIK	SOCIAL-PUBLIC AFFAIRS	KESEJAHTERAAN SOSIAL	SOCIAL WELFARE
